Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Aleksotas, Svirbygalos g.",Aleksotas, Svirbygalos g.,132 458 ,"
                            3 rooms, 59 m², 3/3 floor, 2021 year, brick, central thermostat, fully equipped                        ", 59 ,3, 2021 , 3/3 ,/butai-kaune-aleksote-svirbygalos-g-kiara-naujas-projektas-tik-uzkilus-i-1-3031717/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Svirbygalos g.",Aleksotas, Svirbygalos g.,85 000 ,"
                            2 rooms, 44,8 m², 2/3 floor, 2021 year, brick, central thermostat, partial decoration                        ", 44.8 ,2, 2021 , 2/3 ,/butai-kaune-aleksote-svirbygalos-g-kiara-naujas-projektas-tik-uzkilus-i-1-3031915/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, J. Basanavičiaus al.",Žaliakalnis, J. Basanavičiaus al.,82 000 ,"
                            4 rooms, 78,28 m², 3/5 floor, 1973 year, brick, central, fully equipped                        ", 78.28 ,4, 1973 , 3/5 ,/butai-kaune-zaliakalnyje-j-basanaviciaus-al-isskirtinis-butas-ieskantiems-ivairiu-1-2818633/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, P. Lukšio g.",Kalniečiai, P. Lukšio g.,75 000 ,"
                            3 rooms, 61,47 m², 1/5 floor, 1977 year, block house, central, fully equipped                        ", 61.47 ,3, 1977 , 1/5 ,/butai-kaune-kalnieciuose-p-luksio-g-apsiltintos-sienos-renovuotas-silumos-mazgas-1-3037539/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Prancūzų g.",Aukštieji Šančiai, Prancūzų g.,95 000 ,"
                            3 rooms, 69,8 m², 8/10 floor, 1995 year, brick, central, central thermostat, fully equipped                        ", 69.8 ,3, 1995 , 8/10 ,/butai-kaune-aukstuosiuose-sanciuose-prancuzu-g-butas-parduodamas-be-tarpininku-3-k-1-2335535/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,67 000 ,"
                            3 rooms, 64 m², 5/9 floor, 1975 year, block house, central, fully equipped                        ", 64 ,3, 1975 , 5/9 ,/butai-kaune-dainavoje-partizanu-g-parduodamas-3ju-kambariu-butas9aukstu-name-5-1-3037105/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Neries krant.",Vilijampolė, Neries krant.,60 000 ,"
                            2 rooms, 44 m², 5/5 floor, 1969 year, block house, central, fully equipped                        ", 44 ,2, 1969 , 5/5 ,/butai-kaune-vilijampoleje-neries-krant-2-kambariu-butas-su-baldais-ir-buitine-1-3036969/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Šiaurės pr.",Eiguliai, Šiaurės pr.,96 000 ,"
                            3 rooms, 61,37 m², 9/9 floor, 1984 year, block house, central, fully equipped                        ", 61.37 ,3, 1984 , 9/9 ,/butai-kaune-eiguliuose-siaures-pr-parduodamas-erdvus-3-iu-kambariu-butas-1-3036869/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,80 000 ,"
                            3 rooms, 67,63 m², 9/9 floor, 1970 year, block house, central, fully equipped                        ", 67.63 ,3, 1970 , 9/9 ,/butai-kaune-dainavoje-v-kreves-pr-tvarkingas-sviesus-butas-parduodama-kas-1-3000351/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Vievio g.",Aukštieji Šančiai, Vievio g.,85 000 ,"
                            3 rooms, 61 m², 5/9 floor, 1990 year, brick, central thermostat, fully equipped                        ", 61 ,3, 1990 , 5/9 ,/butai-kaune-aukstuosiuose-sanciuose-vievio-g-buto-langai-i-pietine-puse-ir-vienas-1-3036787/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltų pr.",Šilainiai, Baltų pr.,85 000 ,"
                            3 rooms, 60 m², 5/5 floor, 1992 year, block house, central, electric, fully equipped                        ", 60 ,3, 1992 , 5/5 ,/butai-kaune-silainiuose-baltu-pr-parduodamas-renovuotas-3-iu-kambariu-butas-1-3036541/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltų pr.",Šilainiai, Baltų pr.,95 000 ,"
                            3 rooms, 62 m², 5/9 floor, 1994 year, block house, central, fully equipped                        ", 62 ,3, 1994 , 5/9 ,/butai-kaune-silainiuose-baltu-pr-parduodamas-tvarkingas-erdvus-butas-prie-1-3036505/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,58 000 ,"
                            2 rooms, 47,88 m², 1/5 floor, 1967 year, block house, central, fully equipped                        ", 47.88 ,2, 1967 , 1/5 ,/butai-kaune-dainavoje-taikos-pr-1-3036407/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Palemonas, Marių g.",Palemonas, Marių g.,34 000 ,"
                            2 rooms, 42 m², 1/2 floor, 1980 year, brick, central, not equipped                        ", 42 ,2, 1980 , 1/2 ,/butai-kaune-palemone-mariu-g-parduodamas-2-kam-butas-parduodamas-2-kamb-1-3036359/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Draugystės g.",Dainava, Draugystės g.,70 000 ,"
                            2 rooms, 49,59 m², 2/5 floor, 1984 year, brick, central, fully equipped                        ", 49.59 ,2, 1984 , 2/5 ,/butai-kaune-dainavoje-draugystes-g-vieta-vieta-vieta-bermudu-trikampyje-1-3035731/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F3%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Raguvos g.",Senamiestis, Raguvos g.,231 000 ,"
                            3 rooms, 87,15 m², 4/4 floor, 1980 year, brick, central thermostat, fully equipped                        ", 87.15 ,3, 1980 , 4/4 ,/butai-kaune-senamiestyje-raguvos-g-parduodamas-pilnai-irengtas-butas-1-3036287/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,176 809 ,"
                            4 rooms, 96,28 m², 6/7 floor, 2021 year, brick, central thermostat, partial decoration                        ", 96.28 ,4, 2021 , 6/7 ,/butai-kaune-dainavoje-taikos-pr-prasidejo-rezervacijos-b-name-visa-naujausia-1-3034537/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,73 200 ,"
                            3 rooms, 61,14 m², 2/5 floor, 1969 year, block house, central, fully equipped                        ", 61.14 ,3, 1969 , 2/5 ,/butai-kaune-dainavoje-taikos-pr-1-3035463/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, M. Daukšos g.",Senamiestis, M. Daukšos g.,210 000 ,"
                            4 rooms, 100 m², 2/3 floor, 1840 year, brick, central, gas, fully equipped                        ", 100 ,4, 1840 , 2/3 ,/butai-kaune-senamiestyje-m-dauksos-g-parduodame-buta-per-du-aukstus-2-ir-3-1-3035439/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Kuršių g.",Šilainiai, Kuršių g.,62 500 ,"
                            2 rooms, 50,82 m², 9/9 floor, 1985 year, block house, central, fully equipped                        ", 50.82 ,2, 1985 , 9/9 ,/butai-kaune-silainiuose-kursiu-g-kauno-m-silainiu-mikrorajone-kursiu-g-1-3035057/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Kuršių g.",Šilainiai, Kuršių g.,91 000 ,"
                            4 rooms, 85 m², 5/9 floor, 1987 year, block house, central, fully equipped                        ", 85 ,4, 1987 , 5/9 ,/butai-kaune-silainiuose-kursiu-g-parduodamas-4kamb-butas-silainiuose-1-3034953/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,80 000 ,"
                            2 rooms, 52 m², 3/3 floor, 1975 year, brick, aerothermal, fully equipped                        ", 52 ,2, 1975 , 3/3 ,/butai-kaune-zaliakalnyje-savanoriu-pr-parduodamas-pilnai-irengtas-jaukus-ir-patogus-1-3034771/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Partizanų g.",Žaliakalnis, Partizanų g.,24 900 ,"
                            1 rooms, 19 m², 4/5 floor, 1978 year, brick, central, fully equipped                        ", 19 ,1, 1978 , 4/5 ,/butai-kaune-zaliakalnyje-partizanu-g-parduodu-vieno-kambario-buta-1825kv-butas-1-2998507/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, Kalniečių g.",Kalniečiai, Kalniečių g.,82 000 ,"
                            3 rooms, 61 m², 9/9 floor, 1983 year, block house, central, fully equipped                        ", 61 ,3, 1983 , 9/9 ,/butai-kaune-kalnieciuose-kalnieciu-g-parduodamas-tvarkingas-erdvus-3-iu-kambariu-1-3034669/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Savanorių pr.",Dainava, Savanorių pr.,75 000 ,"
                            3 rooms, 61,09 m², 4/5 floor, 1972 year, block house, central, fully equipped                        ", 61.09 ,3, 1972 , 4/5 ,/butai-kaune-dainavoje-savanoriu-pr-parduodamas-jaukus-triju-kambariu-butas-1-3034467/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Birželio 23-iosios g.",Dainava, Birželio 23-iosios g.,48 840 ,"
                            2 rooms, 44,4 m², 2/5 floor, 1968 year, block house, central, fully equipped                        ", 44.4 ,2, 1968 , 2/5 ,/butai-kaune-dainavoje-birzelio-23-iosios-g-parduodamas-dvieju-kambariu-444-kvm-butas-1-3034461/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Rasytės g.",Šilainiai, Rasytės g.,49 999 ,"
                            1 rooms, 37,23 m², 3/5 floor, 1985 year, block house, central, fully equipped                        ", 37.23 ,1, 1985 , 3/5 ,/butai-kaune-silainiuose-rasytes-g-butas-vidinis-siltas-su-istiklintu-balkonu-1-3034123/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Freda, Europos pr.",Freda, Europos pr.,96 000 ,"
                            3 rooms, 66,87 m², 2/9 floor, 1995 year, brick, central, gas, fully equipped                        ", 66.87 ,3, 1995 , 2/9 ,/butai-kaune-fredoje-europos-pr-jaukioje-bei-strategiskai-geroje-fredos-1-3034063/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,84 000 ,"
                            2 rooms, 49 m², 1/9 floor, 1975 year, block house, central, fully equipped                        ", 49 ,2, 1975 , 1/9 ,/butai-kaune-dainavoje-taikos-pr-dainavoje-taikos-pr-60-parduodamas-2-1-3033691/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Panemunė, Vaidoto g.",Panemunė, Vaidoto g.,34 000 ,"
                            2 rooms, 30,03 m², 1/2 floor, 1928 year, brick, solid fuel, fully equipped                        ", 30.03 ,2, 1928 , 1/2 ,/butai-kaune-panemuneje-vaidoto-g-parduodamas-butas-nuostabioje-vietoje-1-3033349/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Rasytės g.",Šilainiai, Rasytės g.,39 000 ,"
                            2 rooms, 40 m², 2/9 floor, 1989 year, block house, central, fully equipped                        ", 40 ,2, 1989 , 2/9 ,/butai-kaune-silainiuose-rasytes-g-parduodama-puse-buto-2-kambariai-4-kambariu-1-3033079/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Šv. Gertrūdos g.",Senamiestis, Šv. Gertrūdos g.,89 000 ,"
                            4 rooms, 82 m², 3/3 floor, 1948 year, brick                        ", 82 ,4, 1948 , 3/3 ,/butai-kaune-senamiestyje-sv-gertrudos-g-puiki-investicija-kauno-senamiestyje-1-3033089/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, P. Lukšio g.",Kalniečiai, P. Lukšio g.,72 000 ,"
                            2 rooms, 49,31 m², 5/5 floor, 1977 year, block house, central thermostat, fully equipped                        ", 49.31 ,2, 1977 , 5/5 ,/butai-kaune-kalnieciuose-p-luksio-g-parduodamas-2-kambariu-butas-ypatingai-1-3033073/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Demokratų g.",Vilijampolė, Demokratų g.,64 500 ,"
                            2 rooms, 56 m², 1/5 floor, 1975 year, brick, central, fully equipped                        ", 56 ,2, 1975 , 1/5 ,/butai-kaune-vilijampoleje-demokratu-g-parduodamas-labai-jaukus-ir-sviesus-butas-1-3032887/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,57 000 ,"
                            2 rooms, 45 m², 1/5 floor, 1984 year, block house, central, fully equipped                        ", 45 ,2, 1984 , 1/5 ,/butai-kaune-dainavoje-partizanu-g-be-tarpininku-aciu-butas-yra-partizanu-1-3032767/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, Kaunakiemio g.",Centras, Kaunakiemio g.,110 000 ,"
                            1 rooms, 38,4 m², 3/6 floor, 2019 year, brick, liquid, central thermostat, fully equipped                        ", 38.4 ,1, 2019 , 3/6 ,/butai-kaune-centre-kaunakiemio-g-naujai-apstatytas-studijos-tipo-apartamentai-1-3032339/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltų pr.",Šilainiai, Baltų pr.,62 000 ,"
                            2 rooms, 50,78 m², 6/9 floor, 1989 year, block house, central, fully equipped                        ", 50.78 ,2, 1989 , 6/9 ,/butai-kaune-silainiuose-baltu-pr-parduodamas-2kambariu-butasgeras-1-3032255/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,87 000 ,"
                            3 rooms, 67,8 m², 4/9 floor, 1992 year, block house, central, fully equipped                        ", 67.8 ,3, 1992 , 4/9 ,/butai-kaune-silainiuose-baltijos-g-parduodamas-tvarkingas-erdvus-3-iu-kambariu-1-3031999/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, Kalniečių g.",Kalniečiai, Kalniečių g.,37 000 ,"
                            2 rooms, 42 m², 5/5 floor, 1998 year, brick, central, fully equipped                        ", 42 ,2, 1998 , 5/5 ,/butai-kaune-kalnieciuose-kalnieciu-g-parduodamas-dvieju-kambariu-butas-buvusiame-1-3031933/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,82 500 ,"
                            2 rooms, 55 m², 0/5 floor, 1937 year, brick, gas, fully equipped                        ", 55 ,2, 1937 , 0/5 ,/butai-kaune-centre-k-donelaicio-g-parduodamas-2-k-butas-kauno-centre-1-3031589/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F4%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Raudondvario pl.",Vilijampolė, Raudondvario pl.,20 700 ,"
                            1 rooms, 23,04 m², 4/5 floor, 1969 year, brick, central, fully equipped                        ", 23.04 ,1, 1969 , 4/5 ,/butai-kaune-vilijampoleje-raudondvario-pl-jaukus-butukas-parduodamas-1-kambario-butas-1-3031225/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,65 000 ,"
                            2 rooms, 49,53 m², 4/5 floor, 1992 year, block house, central, fully equipped                        ", 49.53 ,2, 1992 , 4/5 ,/butai-kaune-silainiuose-baltijos-g-balkonas-istiklintas-pries-3-metus-parketas-1-3030787/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Kranto al.",Žemieji Šančiai, Kranto al.,79 000 ,"
                            3 rooms, 54,38 m², 3/5 floor, 1964 year, brick, central, fully equipped                        ", 54.38 ,3, 1964 , 3/5 ,/butai-kaune-sanciuose-kranto-al-parduodamas-3-kambariu-vidinis-butas-per-1-3030417/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Gričiupio g.",Žaliakalnis, Gričiupio g.,220 000 ,"
                            5 rooms, 144,86 m², 5/5 floor, 1995 year, brick, gas, fully equipped                        ", 144.86 ,5, 1995 , 5/5 ,/butai-kaune-zaliakalnyje-griciupio-g-parduodamas-sviesuserdvussiuolaikiskai-1-3029727/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Draugystės g.",Dainava, Draugystės g.,47 950 ,"
                            1 rooms, 37 m², 3/5 floor, 1984 year, brick, central, fully equipped                        ", 37 ,1, 1984 , 3/5 ,/butai-kaune-dainavoje-draugystes-g-be-tarpininku-parduodu-1-no-kamb-buta-1-3030135/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Sargėnai, Vandžiogalos pl.",Sargėnai, Vandžiogalos pl.,59 900 ,"
                            2 rooms, 52 m², 1/5 floor, 1972 year, brick, central, fully equipped                        ", 52 ,2, 1972 , 1/5 ,/butai-kaune-sargenuose-vandziogalos-pl-2-kambariu-5207-kvm-butas-ypatingai-1-3030071/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, Karaliaus Mindaugo pr.",Centras, Karaliaus Mindaugo pr.,110 000 ,"
                            2 rooms, 56 m², 4/5 floor, 1953 year, brick, central, gas, fully equipped                        ", 56 ,2, 1953 , 4/5 ,/butai-kaune-centre-karaliaus-mindaugo-pr-parduodamas-2k-butas-centre-karaliaus-1-3030041/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Kranto 7-oji g.",Žemieji Šančiai, Kranto 7-oji g.,78 000 ,"
                            2 rooms, 30 m², 1/3 floor, 2020 year, brick, gas, fully equipped                        ", 30 ,2, 2020 , 1/3 ,/butai-kaune-sanciuose-kranto-7-oji-g-parduodamas-naujai-irengtas-2-k-butas-1-3029751/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Petrašiūnai, M. Gimbutienės g.",Petrašiūnai, M. Gimbutienės g.,29 200 ,"
                            1 rooms, 30 m², 3/4 floor, 1978 year, brick, central, fully equipped                        ", 30 ,1, 1978 , 3/4 ,/butai-kaune-petrasiunuose-m-gimbutienes-g-parduodamas-vieno-kambario-butas-30kv-1-3029469/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, P. Plechavičiaus g.",Kalniečiai, P. Plechavičiaus g.,80 000 ,"
                            3 rooms, 60,15 m², 5/5 floor, 1976 year, block house, central, fully equipped                        ", 60.15 ,3, 1976 , 5/5 ,/butai-kaune-kalnieciuose-p-plechaviciaus-g-parduodamas-sviesus-3-k-butas-kalnieciu-1-3029417/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,45 000 ,"
                            1 rooms, 37 m², 5/5 floor, 1987 year, block house, central, fully equipped                        ", 37 ,1, 1987 , 5/5 ,/butai-kaune-silainiuose-baltijos-g-parduodamas-vieno-kambario-butas-plotas-37-1-3029023/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Partizanų g.",Žaliakalnis, Partizanų g.,22 000 ,"
                            1 rooms, 22 m², 4/5 floor, 1977 year, brick, central, fully equipped                        ", 22 ,1, 1977 , 4/5 ,/butai-kaune-zaliakalnyje-partizanu-g-1-kambario-butas-vieno-kambario-butas-su-1-3028511/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,78 255 ,"
                            2 rooms, 42,3 m², 2/7 floor, 2021 year, brick, central thermostat, partial decoration                        ", 42.3 ,2, 2021 , 2/7 ,/butai-kaune-dainavoje-taikos-pr-prasidejo-rezervacijos-b-name-visa-naujausia-1-3028375/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Vievio g.",Aukštieji Šančiai, Vievio g.,72 000 ,"
                            3 rooms, 61 m², 3/9 floor, 1990 year, brick, central, central thermostat, fully equipped                        ", 61 ,3, 1990 , 3/9 ,/butai-kaune-aukstuosiuose-sanciuose-vievio-g-3-kamb-butas-aukstieji-sanciai-renovuotame-1-2992439/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, Vytauto pr.",Centras, Vytauto pr.,45 220 ,"
                            1 rooms, 26,6 m², 2/6 floor, 1981 year, brick, central thermostat, partial decoration                        ", 26.6 ,1, 1981 , 2/6 ,/butai-kaune-centre-vytauto-pr-vytauto14-tai-geriausias-kokybes-ir-kainos-1-3027849/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F5%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
