Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Šilainiai, Tolminkiemio g.",Šilainiai, Tolminkiemio g.,122 625 ,"
                            3 rooms, 81,75 m², 2/3 floor, 2022 year, brick, gas, partial decoration                        ", 81.75 ,3, 2022 , 2/3 ,/butai-kaune-silainiuose-tolminkiemio-g-pradetos-statybos-naujo-daugiabucio-namo-1-3036271/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, I. Kanto g.",Centras, I. Kanto g.,303 000 ,"
                            2 rooms, 90,72 m², 8/9 floor, 2008 year, monolithic, central thermostat, fully equipped                        ", 90.72 ,2, 2008 , 8/9 ,/butai-kaune-centre-i-kanto-g-isskirtinis-butas-su-ispudinga-senamiescio-1-3036253/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Šiaurės pr.",Eiguliai, Šiaurės pr.,91 000 ,"
                            4 rooms, 71,95 m², 11/12 floor, 1982 year, block house, central, fully equipped                        ", 71.95 ,4, 1982 , 11/12 ,/butai-kaune-eiguliuose-siaures-pr-parduodamas-tvarkingas-su-pakeistu-1-3036251/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Vaižganto g.",Žaliakalnis, Vaižganto g.,264 000 ,"
                            2 rooms, 96 m², 2/2 floor, 2012 year, brick, gas, partial decoration                        ", 96 ,2, 2012 , 2/2 ,/butai-kaune-zaliakalnyje-vaizganto-g-erdvus-butas-su-zemes-sklypu-zaliakalnyje-1-3036249/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Savanorių pr.",Žaliakalnis, Savanorių pr.,62 000 ,"
                            2 rooms, 38,48 m², 2/2 floor, 1930 year, brick, central thermostat, fully equipped                        ", 38.48 ,2, 1930 , 2/2 ,/butai-kaune-zaliakalnyje-savanoriu-pr-parduodamos-3848-kvm-butas-savanoriu-1-3036227/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Rasytės g.",Šilainiai, Rasytės g.,69 000 ,"
                            4 rooms, 73,29 m², 1/12 floor, 1986 year, block house, central, fully equipped                        ", 73.29 ,4, 1986 , 1/12 ,/butai-kaune-silainiuose-rasytes-g-parduodamas-sauletas-4-kambariu-butas-7329-1-3013603/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Jūratės g.",Vilijampolė, Jūratės g.,98 300 ,"
                            3 rooms, 57,83 m², 1/3 floor, 2012 year, brick, gas, fully equipped                        ", 57.83 ,3, 2012 , 1/3 ,/butai-kaune-vilijampoleje-jurates-g-parduodamas-3-kambariu-5783-kvm-butas-1-3036059/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Kalnų g.",Vilijampolė, Kalnų g.,26 000 ,"
                            3 rooms, 50 m², 1/1 floor, 1938 year, log house, solid fuel, fully equipped                        ", 50 ,3, 1938 , 1/1 ,/butai-kaune-vilijampoleje-kalnu-g-ramioje-vietoje-vilijampoleje-parduodama-namo-1-3036057/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Kovo 11-osios g.",Dainava, Kovo 11-osios g.,52 000 ,"
                            2 rooms, 44 m², 4/5 floor, 1967 year, block house, central, fully equipped                        ", 44 ,2, 1967 , 4/5 ,/butai-kaune-dainavoje-kovo-11-osios-g-strategiskai-patogioje-vietoje-parduodamas-2-1-3036053/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pramonės pr.",Dainava, Pramonės pr.,138 000 ,"
                            3 rooms, 71 m², 2/2 floor, 2014 year, brick, gas, fully equipped                        ", 71 ,3, 2014 , 2/2 ,/butai-kaune-dainavoje-pramones-pr-sauletekio-namai-naujos-statybos-triju-1-3036039/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Antanavos g.",Aleksotas, Antanavos g.,58 000 ,"
                            2 rooms, 52,52 m², 2/5 floor, 1986 year, brick, central, fully equipped                        ", 52.52 ,2, 1986 , 2/5 ,/butai-kaune-aleksote-antanavos-g-aleksote-ramioje-vietoje-parduodamas-2-1-3036019/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Č. Sasnausko g.",Žaliakalnis, Č. Sasnausko g.,74 000 ,"
                            1 rooms, 50,74 m², 1/6 floor, 2021 year, brick, gas, partial decoration                        ", 50.74 ,1, 2021 , 1/6 ,/butai-kaune-zaliakalnyje-c-sasnausko-g-zaliakalnio-apartamentai-naujas-projektas-1-3024375/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Hipodromo g.",Aukštieji Šančiai, Hipodromo g.,55 000 ,"
                            2 rooms, 46,2 m², 5/5 floor, 1972 year, block house, central, fully equipped                        ", 46.2 ,2, 1972 , 5/5 ,/butai-kaune-aukstuosiuose-sanciuose-hipodromo-g-salia-miesto-centro-parduodamas-tvarkingas-2-1-3021653/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Širvintų g.",Žaliakalnis, Širvintų g.,89 900 ,"
                            4 rooms, 67,42 m², 2/3 floor, 1930 year, brick, electric, fully equipped                        ", 67.42 ,4, 1930 , 2/3 ,/butai-kaune-zaliakalnyje-sirvintu-g-artdeko-burtas-apsigyvenk-patirk-sukurk-1-3035921/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,50 900 ,"
                            2 rooms, 48,09 m², 4/5 floor, 1972 year, block house, central, fully equipped                        ", 48.09 ,2, 1972 , 4/5 ,/butai-kaune-dainavoje-partizanu-g-parduodamas-2-ju-kambariu-butas-dainavoje-1-3032435/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,75 500 ,"
                            3 rooms, 63,81 m², 1/5 floor, 1989 year, brick, central, fully equipped                        ", 63.81 ,3, 1989 , 1/5 ,/butai-kaune-silainiuose-baltijos-g-parduodamas-sviesus-erdvus-3-ju-kambariu-1-3033245/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,81 000 ,"
                            3 rooms, 68 m², 9/9 floor, 1970 year, block house, central, fully equipped                        ", 68 ,3, 1970 , 9/9 ,/butai-kaune-dainavoje-v-kreves-pr-sviesus-ir-tvarkingas-triju-kambariu-butas-1-3003987/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,80 000 ,"
                            3 rooms, 67,63 m², 9/9 floor, 1970 year, block house, central, fully equipped                        ", 67.63 ,3, 1970 , 9/9 ,/butai-kaune-dainavoje-v-kreves-pr-tvarkingas-sviesus-butas-parduodama-kas-1-3000351/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F16%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, Medekšinės g.",Romainiai, Medekšinės g.,67 500 ,"
                            2 rooms, 44 m², 3/4 floor, 1970 year, brick, central, fully equipped                        ", 44 ,2, 1970 , 3/4 ,/butai-kaune-romainiuose-medeksines-g-unikali-vieta-gyventi-per-visus-langus-1-3015627/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,72 900 ,"
                            3 rooms, 66,01 m², 8/12 floor, 1978 year, brick, central, fully equipped                        ", 66.01 ,3, 1978 , 8/12 ,/butai-kaune-dainavoje-partizanu-g-parduodamas-siltas-ir-sviesus-3-kambariu-1-3035863/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Dujotiekio g.",Dainava, Dujotiekio g.,96 000 ,"
                            3 rooms, 56 m², 2/3 floor, 2021 year, brick, gas, partial decoration                        ", 56 ,3, 2021 , 2/3 ,/butai-kaune-dainavoje-dujotiekio-g-3-kambariu-butas-su-daline-apdaila-naujame-7-1-3035843/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Dujotiekio g.",Dainava, Dujotiekio g.,114 000 ,"
                            4 rooms, 67 m², 3/3 floor, 2021 year, brick, gas, partial decoration                        ", 67 ,4, 2021 , 3/3 ,/butai-kaune-dainavoje-dujotiekio-g-erdvus-sviesus-4-kambariu-lofto-tipo-butas-1-3035841/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Dujotiekio g.",Dainava, Dujotiekio g.,92 000 ,"
                            3 rooms, 51 m², 3/3 floor, 2021 year, brick, gas, partial decoration                        ", 51 ,3, 2021 , 3/3 ,/butai-kaune-dainavoje-dujotiekio-g-3-kambariu-lofto-tipo-butas-su-antresole-ir-1-3035837/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Dujotiekio g.",Dainava, Dujotiekio g.,92 000 ,"
                            2 rooms, 51 m², 3/3 floor, 2021 year, brick, gas, partial decoration                        ", 51 ,2, 2021 , 3/3 ,/butai-kaune-dainavoje-dujotiekio-g-skelbime-naudojamos-vizualizacijos-nauji-1-3026877/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,64 000 ,"
                            3 rooms, 64 m², 4/9 floor, 1975 year, block house, central, fully equipped                        ", 64 ,3, 1975 , 4/9 ,/butai-kaune-dainavoje-taikos-pr-parduodamas-3k-butas-dainavoje-taikos-pr-1-3035821/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,64 000 ,"
                            3 rooms, 64 m², 4/9 floor, 1975 year, block house, central, fully equipped                        ", 64 ,3, 1975 , 4/9 ,/butai-kaune-dainavoje-taikos-pr-parduodamas-3k-butas-dainavoje-taikos-pr-1-3033987/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Ašigalio g.",Eiguliai, Ašigalio g.,66 900 ,"
                            2 rooms, 37 m², 3/5 floor, 1989 year, block house, central, fully equipped                        ", 37 ,2, 1989 , 3/5 ,/butai-kaune-eiguliuose-asigalio-g-parduodamas-jaukus-siltas-butas-su-balkonu-1-3022419/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Petrašiūnai, Naglio g.",Petrašiūnai, Naglio g.,21 880 ,"
                            1 rooms, 18,23 m², 5/8 floor, 1992 year, block house, central, partial decoration                        ", 18.23 ,1, 1992 , 5/8 ,/butai-kaune-petrasiunuose-naglio-g-1-3029939/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Širvintų g.",Žaliakalnis, Širvintų g.,169 000 ,"
                            4 rooms, 72,56 m², 1/2 floor, 1930 year, brick, gas, fully equipped                        ", 72.56 ,4, 1930 , 1/2 ,/butai-kaune-zaliakalnyje-sirvintu-g-parduodamas-isskirtinis-prabangiai-ir-1-2984267/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Kranto al.",Žemieji Šančiai, Kranto al.,71 900 ,"
                            3 rooms, 66,31 m², 0/5 floor, 1968 year, brick, central, fully equipped                        ", 66.31 ,3, 1968 , 0/5 ,/butai-kaune-sanciuose-kranto-al-parduodamas-triju-kambariu-butas-parduodamas-1-3007967/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, Pušyno g.",Žemieji Šančiai, Pušyno g.,13 000 ,"
                            1 rooms, 30 m², 2/3 floor, 1943 year, log house, electric, gas, solid fuel, fully equipped                        ", 30 ,1, 1943 , 2/3 ,/butai-kaune-sanciuose-pusyno-g-puiki-vieta-ieskantiems-ramybes-taciau-1-3035545/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Šv. Gertrūdos g.",Senamiestis, Šv. Gertrūdos g.,105 000 ,"
                            2 rooms, 59,85 m², 2/3 floor, 1965 year, brick, central, fully equipped                        ", 59.85 ,2, 1965 , 2/3 ,/butai-kaune-senamiestyje-sv-gertrudos-g-parduodamas-renovuotame-name-puikus-2-1-3035529/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Lampėdžiai, Gintaro g.",Lampėdžiai, Gintaro g.,119 000 ,"
                            2 rooms, 53,8 m², 2/4 floor, 2007 year, brick, gas, fully equipped                        ", 53.8 ,2, 2007 , 2/4 ,/butai-kaune-lampedziuose-gintaro-g-parduodamas-skoningai-irengtas-2-kambariu-1-3035389/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,106 365 ,"
                            4 rooms, 70,91 m², 3/4 floor, 2022 year, brick, central thermostat, partial decoration                        ", 70.91 ,4, 2022 , 3/4 ,/butai-kaune-dainavoje-v-kreves-pr-naujas-statybos-butai-kreves-pr-kaune-1-3035371/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Rokai, Girmuonio g.",Rokai, Girmuonio g.,57 000 ,"
                            2 rooms, 48 m², 4/5 floor, 1970 year, brick, central, fully equipped                        ", 48 ,2, 1970 , 4/5 ,/butai-kaune-rokuose-girmuonio-g-erdvus-2-kamb-butas-rokuose-su-garazu-4-1-3035271/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, J. Žemgulio g.",Žaliakalnis, J. Žemgulio g.,51 000 ,"
                            2 rooms, 35 m², 2/5 floor, 1974 year, brick, central, fully equipped                        ", 35 ,2, 1974 , 2/5 ,/butai-kaune-zaliakalnyje-j-zemgulio-g-zaliakalnyje-vidinis-tarpiniame-aukste-2-1-3035259/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Palemonas, Marių g.",Palemonas, Marių g.,60 000 ,"
                            2 rooms, 60 m², 7/9 floor, 1980 year, brick, central, fully equipped                        ", 60 ,2, 1980 , 7/9 ,/butai-kaune-palemone-mariu-g-parduodamas-sviesus-erdvus-dvieju-kambariu-1-3035187/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,72 900 ,"
                            3 rooms, 61,14 m², 1/5 floor, 1969 year, block house, central, fully equipped                        ", 61.14 ,3, 1969 , 1/5 ,/butai-kaune-dainavoje-taikos-pr-parduodamas-3-kambario-butas-6114-kvm-su-1-3035167/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Rytų g.",Dainava, Rytų g.,156 900 ,"
                            4 rooms, 87,25 m², 1/2 floor, 2021 year, brick, aerothermal, partial decoration                        ", 87.25 ,4, 2021 , 1/2 ,/butai-kaune-dainavoje-rytu-g-pasiles-namai-tai-namai-kauno-mieste-1-3007041/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Kalniečių g.",Žaliakalnis, Kalniečių g.,99 900 ,"
                            4 rooms, 82,92 m², 7/9 floor, 1983 year, block house, central, fully equipped                        ", 82.92 ,4, 1983 , 7/9 ,/butai-kaune-zaliakalnyje-kalnieciu-g-parduodamas-4-kambario-butas-8292-kvm-su-1-3035113/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, A. Mackevičiaus g.",Žaliakalnis, A. Mackevičiaus g.,299 000 ,"
                            4 rooms, 107 m², 1/3 floor, 2021 year, brick, gas, partial decoration                        ", 107 ,4, 2021 , 1/3 ,/butai-kaune-zaliakalnyje-a-mackeviciaus-g-1-3012987/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, E. Levino g.",Romainiai, E. Levino g.,84 800 ,"
                            3 rooms, 61 m², 1/1 floor, 2021 year, brick, gas, partial decoration                        ", 61 ,3, 2021 , 1/1 ,/butai-kaune-romainiuose-e-levino-g-parduodamas-naujos-statybos-a-klases-butas-1-3034979/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rytų g.",Žaliakalnis, Rytų g.,134 000 ,"
                            4 rooms, 79 m², 6/6 floor, 2019 year, brick, central thermostat, partial decoration                        ", 79 ,4, 2019 , 6/6 ,/butai-kaune-zaliakalnyje-rytu-g-rytu-6-nauji-ir-isskirtiniai-butai-1-3034947/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rytų g.",Žaliakalnis, Rytų g.,168 000 ,"
                            3 rooms, 70 m², 3/6 floor, 2019 year, brick, central thermostat, fully equipped                        ", 70 ,3, 2019 , 3/6 ,/butai-kaune-zaliakalnyje-rytu-g-dar-negyventas-rytu-6-nauji-ir-1-3034943/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Radvilėnų pl.",Žaliakalnis, Radvilėnų pl.,25 000 ,"
                            2 rooms, 26,19 m², 2/2 floor, 1925 year, wooden house, solid fuel, fully equipped                        ", 26.19 ,2, 1925 , 2/2 ,/butai-kaune-zaliakalnyje-radvilenu-pl-parduodamas-kompaktiskas-2-k-butas-1-3031587/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F17%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, P. Lukšio g.",Eiguliai, P. Lukšio g.,58 800 ,"
                            2 rooms, 50,57 m², 9/9 floor, 1977 year, block house, central, fully equipped                        ", 50.57 ,2, 1977 , 9/9 ,/butai-kaune-eiguliuose-p-luksio-g-renovuotame-name-parduodamas-remontuotinas-1-3031699/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Panemunė, Vaidoto g.",Panemunė, Vaidoto g.,18 000 ,"
                            2 rooms, 46 m², 2/2 floor, 1925 year, wooden house, gas, fully equipped                        ", 46 ,2, 1925 , 2/2 ,/butai-kaune-panemuneje-vaidoto-g-parduodamas-butas-namo-dalis-vaidoto-g-1-3034877/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Romainiai, S. Banaičio g.",Romainiai, S. Banaičio g.,105 000 ,"
                            4 rooms, 77 m², 1/1 floor, 2021 year, brick, gas, partial decoration                        ", 77 ,4, 2021 , 1/1 ,/butai-kaune-romainiuose-s-banaicio-g-parduodami-naujos-statybos-a-klases-1-3034871/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Lietuvių g.",Žaliakalnis, Lietuvių g.,91 854 ,"
                            2 rooms, 43,74 m², 2/4 floor, 2021 year, brick, central thermostat, partial decoration                        ", 43.74 ,2, 2021 , 2/4 ,/butai-kaune-zaliakalnyje-lietuviu-g-wwwkaukoapartamentailt-liko-tik-2-butai-1-3029769/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltų pr.",Šilainiai, Baltų pr.,74 000 ,"
                            4 rooms, 83 m², 9/9 floor, 1990 year, block house, central, fully equipped                        ", 83 ,4, 1990 , 9/9 ,/butai-kaune-silainiuose-baltu-pr-labai-patogioje-vietoje-parduodamas-1-3034721/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,49 500 ,"
                            1 rooms, 37,21 m², 5/5 floor, 1990 year, block house, central, fully equipped                        ", 37.21 ,1, 1990 , 5/5 ,/butai-kaune-silainiuose-baltijos-g-parduodamas-kapitaliai-suremontuotas-1-1-3034685/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Varnių g.",Vilijampolė, Varnių g.,137 000 ,"
                            2 rooms, 60,28 m², 3/7 floor, 2018 year, brick, central thermostat, fully equipped                        ", 60.28 ,2, 2018 , 3/7 ,/butai-kaune-vilijampoleje-varniu-g-kitoks-loftas-vertinantiems-prabanga-1-3034475/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Pietų g.",Žaliakalnis, Pietų g.,195 000 ,"
                            5 rooms, 200 m², 2/2 floor, 1996 year, block house, electric, fully equipped                        ", 200 ,5, 1996 , 2/2 ,/butai-kaune-zaliakalnyje-pietu-g-parduodama-namo-dalis-200-kvm-su-2-arais-1-3034463/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Varnių g.",Vilijampolė, Varnių g.,52 000 ,"
                            2 rooms, 46,3 m², 1/5 floor, 1964 year, block house, central, fully equipped                        ", 46.3 ,2, 1964 , 1/5 ,/butai-kaune-vilijampoleje-varniu-g-parduodamas-jaukus-dvieju-kambariu-butas-1-3034457/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Žemaičių g.",Žaliakalnis, Žemaičių g.,66 030 ,"
                            2 rooms, 94,33 m², 2/3 floor, 1930 year, wooden house, gas, not equipped                        ", 94.33 ,2, 1930 , 2/3 ,/butai-kaune-zaliakalnyje-zemaiciu-g-parduodami-apartamentai-kaune-zaliakalnyje-1-3034435/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Dainava, Kovo 11-osios g.",Dainava, Kovo 11-osios g.,63 000 ,"
                            3 rooms, 60,49 m², 5/5 floor, 1967 year, block house, central, fully equipped                        ", 60.49 ,3, 1967 , 5/5 ,/butai-kaune-dainavoje-kovo-11-osios-g-netoli-draugystes-parko-patogaus-1-3034409/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Šilalės g.",Vilijampolė, Šilalės g.,30 500 ,"
                            1 rooms, 20 m², 2/3 floor, 1948 year, brick, central, fully equipped                        ", 20 ,1, 1948 , 2/3 ,/butai-kaune-vilijampoleje-silales-g-parduodamas-1-kambario-naujai-suremontuotas-1-3034401/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rytų g.",Žaliakalnis, Rytų g.,165 000 ,"
                            4 rooms, 74 m², 3/6 floor, 2019 year, brick, central thermostat, fully equipped                        ", 74 ,4, 2019 , 3/6 ,/butai-kaune-zaliakalnyje-rytu-g-dar-negyventas-rytu-6-nauji-ir-1-3034373/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Ašigalio g.",Eiguliai, Ašigalio g.,70 000 ,"
                            3 rooms, 61 m², 4/9 floor, 1984 year, block house, central, fully equipped                        ", 61 ,3, 1984 , 4/9 ,/butai-kaune-eiguliuose-asigalio-g-parduodamas-3-kambariu-butas-eiguliuose-1-3034209/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Centras, M. K. Čiurlionio g.",Centras, M. K. Čiurlionio g.,120 000 ,"
                            2 rooms, 56,86 m², 1/2 floor, 1889 year, brick, gas, fully equipped                        ", 56.86 ,2, 1889 , 1/2 ,/butai-kaune-centre-m-k-ciurlionio-g-parduodamas-isskirtinis-2-kambariu-5786-kvm-1-3034207/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Algirdo g.",Žaliakalnis, Algirdo g.,242 636 ,"
                            6 rooms, 138,65 m², 3/4 floor, 2020 year, brick, central thermostat, partial decoration                        ", 138.65 ,6, 2020 , 3/4 ,/butai-kaune-zaliakalnyje-algirdo-g-isskirtineje-kauno-vietoje-zaliakalnyje-1-3023759/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Lietuvių g.",Žaliakalnis, Lietuvių g.,117 485 ,"
                            2 rooms, 57,31 m², 1/4 floor, 2021 year, brick, central thermostat, partial decoration                        ", 57.31 ,2, 2021 , 1/4 ,/butai-kaune-zaliakalnyje-lietuviu-g-wwwkaukoapartamentailt-liko-tik-2-butai-1-3029761/?return_url=%2Fbutai%2Fkaune%2Fpuslapis%2F18%2F%3Fobj%3D1%26FRegion%3D43%26FDistrict%3D6
