Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Centras, Plokščių g.",Centras, Plokščių g.,600 ,"
                            4 rooms, 110 m², 2/2 floor, 2008 year, gas, brick                        ", 110 ,4, 2008 , 2/2 ,/butu-nuoma-kaune-centre-ploksciu-g-nuo-liepos-1-d-apziureti-galima-jau-dabar-4-1078441/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rytų g.",Žaliakalnis, Rytų g.,450 ,"
                            2 rooms, 42 m², 1/6 floor, 2019 year, central thermostat, brick                        ", 42 ,2, 2019 , 1/6 ,/butu-nuoma-kaune-zaliakalnyje-rytu-g-rytu-6-nauji-ir-isskirtiniai-butai-4-1080061/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Kuršių g.",Šilainiai, Kuršių g.,280 ,"
                            1 rooms, 37 m², 1/5 floor, 1990 year, central, block house                        ", 37 ,1, 1990 , 1/5 ,/butu-nuoma-kaune-silainiuose-kursiu-g-isnuomojamas-tvarkingas-1-kamb-butas-po-4-1080039/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,1 000 ,"
                            3 rooms, 72,1 m², 2/4 floor, 1933 year, gas, brick                        ", 72.1 ,3, 1933 , 2/4 ,/butu-nuoma-kaune-centre-laisves-al-isnuomojamas-prabangiai-ir-skoningai-4-1079983/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Karaliaus Mindaugo pr.",Centras, Karaliaus Mindaugo pr.,480 ,"
                            2 rooms, 45 m², 2/5 floor, 1957 year, central, brick                        ", 45 ,2, 1957 , 2/5 ,/butu-nuoma-kaune-centre-karaliaus-mindaugo-pr-nuomojamas-dvieju-kambariu-butas-jaukus-ir-4-1075609/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, V. Landsbergio-Žemkalnio g.",Kalniečiai, V. Landsbergio-Žemkalnio g.,300 ,"
                            1 rooms, 33 m², 2/5 floor, 1984 year, central, block house                        ", 33 ,1, 1984 , 2/5 ,/butu-nuoma-kaune-kalnieciuose-v-landsbergio-zemkalnio-g-nuomojamas-irengtas-1-kambario-butas-4-1079815/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, S. Daukanto g.",Centras, S. Daukanto g.,820 ,"
                            3 rooms, 58 m², 2/4 floor, 2012 year, central thermostat, brick                        ", 58 ,3, 2012 , 2/4 ,/butu-nuoma-kaune-centre-s-daukanto-g-isnuomojamas-58-kvm-butas-dvieju-miegamuju-4-1075251/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, P. Lukšio g.",Eiguliai, P. Lukšio g.,380 ,"
                            2 rooms, 50 m², 3/5 floor, 1977 year, central, block house                        ", 50 ,2, 1977 , 3/5 ,/butu-nuoma-kaune-eiguliuose-p-luksio-g-eiguliuose-luksio-gatveje-isnuomojamas-4-1075247/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pašilės g.",Dainava, Pašilės g.,279 ,"
                            2 rooms, 44 m², 3/5 floor, 1961 year, central, block house                        ", 44 ,2, 1961 , 3/5 ,/butu-nuoma-kaune-dainavoje-pasiles-g-nuomojamas-butas-porai-seimai-studentams-4-1079613/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pašilės g.",Dainava, Pašilės g.,300 ,"
                            2 rooms, 44,3 m², 3/5 floor, 1961 year, central, block house                        ", 44.3 ,2, 1961 , 3/5 ,/butu-nuoma-kaune-dainavoje-pasiles-g-4-1073361/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Šiaurės pr.",Eiguliai, Šiaurės pr.,250 ,"
                            1 rooms, 31 m², 5/12 floor, 1987 year, central, block house                        ", 31 ,1, 1987 , 5/12 ,/butu-nuoma-kaune-eiguliuose-siaures-pr-vieno-kambario-31-kvm-butas-siaures-pr-4-863659/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Sartų g.",Dainava, Sartų g.,470 ,"
                            3 rooms, 106 m², 3/3 floor, 1990 year, gas, brick                        ", 106 ,3, 1990 , 3/3 ,/butu-nuoma-kaune-dainavoje-sartu-g-nuomojamas-jaukus-3-kambariu-butas-palepeje-4-1073607/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, V. Landsbergio-Žemkalnio g.",Kalniečiai, V. Landsbergio-Žemkalnio g.,280 ,"
                            1 rooms, 33,35 m², 5/5 floor, 1977 year, central, block house                        ", 33.35 ,1, 1977 , 5/5 ,/butu-nuoma-kaune-kalnieciuose-v-landsbergio-zemkalnio-g-nuomojamas-1-kambario-butas-puikioje-vietoje-4-1079521/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Birželio 23-iosios g.",Dainava, Birželio 23-iosios g.,230 ,"
                            1 rooms, 30 m², 4/5 floor, 1970 year, central, block house                        ", 30 ,1, 1970 , 4/5 ,/butu-nuoma-kaune-dainavoje-birzelio-23-iosios-g-isnuomojamas-1-kambario-butas-30-kvm-4-1079517/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27813479/?return_url=%2Fbutai%2F%3Fobj%3D1
"Šilainiai, Baltijos g.",Šilainiai, Baltijos g.,480 ,"
                            2 rooms, 48 m², 1/3 floor, 2020 year, central thermostat, brick                        ", 48 ,2, 2020 , 1/3 ,/butu-nuoma-kaune-silainiuose-baltijos-g-isnuomuojamas-naujos-statybos-name-naujai-4-1079499/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Panerių g.",Vilijampolė, Panerių g.,340 ,"
                            2 rooms, 42 m², 2/4 floor, 2019 year, central thermostat, brick                        ", 42 ,2, 2019 , 2/4 ,/butu-nuoma-kaune-vilijampoleje-paneriu-g-nuomojamas-naujai-irengtas-loftas-visai-salia-4-1079477/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Elektrėnų g.",Dainava, Elektrėnų g.,160 ,"
                            1 rooms, 16 m², 4/4 floor, 1982 year, electric, brick                        ", 16 ,1, 1982 , 4/4 ,/butu-nuoma-kaune-dainavoje-elektrenu-g-nuomojamas-sviesus-ir-labai-jaukus-butas-4-1079451/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Elektrėnų g.",Dainava, Elektrėnų g.,180 ,"
                            1 rooms, 20 m², 4/4 floor, 1982 year, electric, brick                        ", 20 ,1, 1982 , 4/4 ,/butu-nuoma-kaune-dainavoje-elektrenu-g-nuomojamas-sviesus-ir-labai-jaukus-butas-4-1079447/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Elektrėnų g.",Dainava, Elektrėnų g.,200 ,"
                            1 rooms, 22 m², 2/4 floor, 1982 year, electric, block house                        ", 22 ,1, 1982 , 2/4 ,/butu-nuoma-kaune-dainavoje-elektrenu-g-nuomojami-sviesus-ir-labai-jaukus-butai-4-1079443/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, M. Daukšos g.",Senamiestis, M. Daukšos g.,360 ,"
                            2 rooms, 40 m², 4/4 floor, 1960 year, central, solid fuel, brick                        ", 40 ,2, 1960 , 4/4 ,/butu-nuoma-kaune-senamiestyje-m-dauksos-g-nuomojamas-labai-tvarkingas-15-kambario-4-918737/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Taikos pr.",Dainava, Taikos pr.,360 ,"
                            3 rooms, 64 m², 9/9 floor, 1986 year, central, block house                        ", 64 ,3, 1986 , 9/9 ,/butu-nuoma-kaune-dainavoje-taikos-pr-isnuomojamas-3-k-butas-taikos-pr-dainavos-4-1079409/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,300 ,"
                            1 rooms, 15 m², 3/3 floor, 1936 year, central, brick                        ", 15 ,1, 1936 , 3/3 ,/butu-nuoma-kaune-centre-laisves-al-noredami-susisiekti-su-brokeriu-skambinkite-4-1079387/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,1 000 ,"
                            3 rooms, 60 m², 3/4 floor, 1939 year, central thermostat, brick                        ", 60 ,3, 1939 , 3/4 ,/butu-nuoma-kaune-centre-laisves-al-isnuomojamas-prabangiai-ir-skoningai-4-1079385/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, K. Škirpos g.",Eiguliai, K. Škirpos g.,350 ,"
                            2 rooms, 51 m², 3/9 floor, 1986 year, central, block house                        ", 51 ,2, 1986 , 3/9 ,/butu-nuoma-kaune-eiguliuose-k-skirpos-g-isnuomojamas-butas-eiguliu-r-kaune-bendra-4-1079361/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, K. Baršausko g.",Dainava, K. Baršausko g.,250 ,"
                            1 rooms, 17 m², 4/4 floor, 1994 year, central, brick                        ", 17 ,1, 1994 , 4/4 ,/butu-nuoma-kaune-dainavoje-k-barsausko-g-nuomojamas-studijos-tipo-butas-dainavoje-4-1079351/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, M. Daukšos g.",Centras, M. Daukšos g.,350 ,"
                            1 rooms, 28 m², 2/2 floor, 1964 year, central, brick                        ", 28 ,1, 1964 , 2/2 ,/butu-nuoma-kaune-centre-m-dauksos-g-centro-dauksos-gatveje-isnuomojamas-vieno-4-1079299/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Žemaičių g.",Centras, Žemaičių g.,750 ,"
                            3 rooms, 63,02 m², 2/2 floor, 1930 year, gas, wooden house                        ", 63.02 ,3, 1930 , 2/2 ,/butu-nuoma-kaune-centre-zemaiciu-g-nuomojamas-autentiskas-3-kambariu-butas-4-1079297/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Karaliaus Mindaugo pr.",Centras, Karaliaus Mindaugo pr.,400 ,"
                            2 rooms, 48,8 m², 4/6 floor, 1953 year, central, brick                        ", 48.8 ,2, 1953 , 4/6 ,/butu-nuoma-kaune-centre-karaliaus-mindaugo-pr-isnuomojamas-4880-kvm-2-kmbr-butas-4-1079293/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, Geležinio Vilko g.",Kalniečiai, Geležinio Vilko g.,450 ,"
                            4 rooms, 83,51 m², 6/9 floor, 1978 year, central, block house                        ", 83.51 ,4, 1978 , 6/9 ,/butu-nuoma-kaune-kalnieciuose-gelezinio-vilko-g-nuo-rugpjucio-pirmos-dienos-isnuomojamas-4-1079275/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rytų g.",Žaliakalnis, Rytų g.,650 ,"
                            2 rooms, 53 m², 2/6 floor, 2019 year, central thermostat, brick                        ", 53 ,2, 2019 , 2/6 ,/butu-nuoma-kaune-zaliakalnyje-rytu-g-rytu-6-nauji-ir-isskirtiniai-butai-4-1079233/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, K. Baršausko g.",Dainava, K. Baršausko g.,250 ,"
                            1 rooms, 20 m², 3/5 floor, 1989 year, central, brick                        ", 20 ,1, 1989 , 3/5 ,/butu-nuoma-kaune-dainavoje-k-barsausko-g-nuomojamas-naujai-irengtas-butas-geroje-4-1079227/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Šėtos g.",Šilainiai, Šėtos g.,500 ,"
                            3 rooms, 64 m², 2/3 floor, 2015 year, gas, brick                        ", 64 ,3, 2015 , 2/3 ,/butu-nuoma-kaune-silainiuose-setos-g-nuomojamas-jaukus-ir-sviesus-butas-versvu-4-1079087/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aukštieji Šančiai, Biržiškų g.",Aukštieji Šančiai, Biržiškų g.,390 ,"
                            2 rooms, 46 m², 4/4 floor, 1962 year, central, block house                        ", 46 ,2, 1962 , 4/4 ,/butu-nuoma-kaune-aukstuosiuose-sanciuose-birzisku-g-isnuomojamas-jaukus-sviesus-2-kambariu-butas-4-1079013/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Laisvės al.",Centras, Laisvės al.,350 ,"
                            1 rooms, 25 m², 1/3 floor, 2014 year, central, brick                        ", 25 ,1, 2014 , 1/3 ,/butu-nuoma-kaune-centre-laisves-al-isnuomojamas-sviesus-1-kambario-butas-kauno-4-1055041/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Freda, Dūkšto g.",Freda, Dūkšto g.,250 ,"
                            1 rooms, 25 m², 2/3 floor, 1995 year, gas, brick                        ", 25 ,1, 1995 , 2/3 ,/butu-nuoma-kaune-fredoje-duksto-g-1-k-butas-nuosavam-name-noredami-susisiekti-4-1078899/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Dūkšto g.",Aleksotas, Dūkšto g.,250 ,"
                            1 rooms, 25 m², 2/3 floor, 1995 year, gas, brick                        ", 25 ,1, 1995 , 2/3 ,/butu-nuoma-kaune-aleksote-duksto-g-1-k-butas-nuosavam-name-noredami-susisiekti-4-1078901/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, P. Vileišio g.",Žaliakalnis, P. Vileišio g.,450 ,"
                            4 rooms, 82 m², 2/4 floor, 1968 year, gas, brick                        ", 82 ,4, 1968 , 2/4 ,/butu-nuoma-kaune-zaliakalnyje-p-vileisio-g-isnuomojamas-irengtas-butas-zaliakalnyje-4-1078877/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltų pr.",Šilainiai, Baltų pr.,240 ,"
                            1 rooms, 37 m², 5/5 floor, 1990 year, central, block house                        ", 37 ,1, 1990 , 5/5 ,/butu-nuoma-kaune-silainiuose-baltu-pr-nuomojamas-tvarkingas-ir-jaukus-butas-4-1078847/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Klonio g.",Žaliakalnis, Klonio g.,500 ,"
                            3 rooms, 80 m², 2/2 floor, 2010 year, gas, brick                        ", 80 ,3, 2010 , 2/2 ,/butu-nuoma-kaune-zaliakalnyje-klonio-g-isnuomojamas-triju-kambariu-butas-privacioje-4-1078803/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Baltų pr.",Šilainiai, Baltų pr.,439 ,"
                            4 rooms, 82 m², 1/9 floor, 1991 year, central, block house                        ", 82 ,4, 1991 , 1/9 ,/butu-nuoma-kaune-silainiuose-baltu-pr-nuomojamas-butas-porai-seimai-su-vaikais-ar-4-1072041/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F13%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27811552/?return_url=%2Fbutai%2F%3Fobj%3D1
"Šilainiai, Jotvingių g.",Šilainiai, Jotvingių g.,359 ,"
                            3 rooms, 63 m², 9/9 floor, 1986 year, central, block house                        ", 63 ,3, 1986 , 9/9 ,/butu-nuoma-kaune-silainiuose-jotvingiu-g-nuomojamas-butas-porai-seimai-su-vaikais-4-1064979/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,400 ,"
                            2 rooms, 50 m², 2/9 floor, 1976 year, central, block house                        ", 50 ,2, 1976 , 2/9 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-isnuomojamas-tvarkingas-butas-dainavos-r-v-4-1078791/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Riešutų g.",Žaliakalnis, Riešutų g.,350 ,"
                            2 rooms, 44 m², 3/5 floor, 1990 year, central, brick                        ", 44 ,2, 1990 , 3/5 ,/butu-nuoma-kaune-zaliakalnyje-riesutu-g-isnuomojamas-2-kambariu-butas-zaliakalnyje-4-1078775/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Pramonės pr.",Dainava, Pramonės pr.,350 ,"
                            2 rooms, 45 m², 4/5 floor, 1976 year, central, block house                        ", 45 ,2, 1976 , 4/5 ,/butu-nuoma-kaune-dainavoje-pramones-pr-isnuomojamas-2-kambariu-butas-dainavos-r-4-1078767/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Maironio g.",Centras, Maironio g.,400 ,"
                            2 rooms, 56 m², 2/3 floor, 1928 year, central, brick                        ", 56 ,2, 1928 , 2/3 ,/butu-nuoma-kaune-centre-maironio-g-isnuomojamas-puikiai-irengtas-2-k-butas-4-1065841/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Kalniečių g.",Žaliakalnis, Kalniečių g.,300 ,"
                            2 rooms, 34,06 m², 3/5 floor, 1983 year, central, brick                        ", 34.06 ,2, 1983 , 3/5 ,/butu-nuoma-kaune-zaliakalnyje-kalnieciu-g-nuomojamas-jaukus-2-kambariu-butas-4-1078749/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,550 ,"
                            2 rooms, 37 m², 2/3 floor, 1891 year, central thermostat, brick                        ", 37 ,2, 1891 , 2/3 ,/butu-nuoma-kaune-centre-k-donelaicio-g-lofto-tipo-butas-paciame-miesto-centre-4-1078647/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Žemaičių g.",Centras, Žemaičių g.,600 ,"
                            2 rooms, 53 m², 4/4 floor, 2017 year, gas, brick                        ", 53 ,2, 2017 , 4/4 ,/butu-nuoma-kaune-centre-zemaiciu-g-nuo-birzelio-pabaigos-kauno-miesto-centre-4-1078603/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Rotušės a.",Senamiestis, Rotušės a.,380 ,"
                            2 rooms, 36 m², 3/4 floor, 1990 year, central thermostat, brick                        ", 36 ,2, 1990 , 3/4 ,/butu-nuoma-kaune-senamiestyje-rotuses-a-svajojate-gyventi-kauno-miesto-sirdyje-vos-4-1078563/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, M. Daukšos g.",Senamiestis, M. Daukšos g.,500 ,"
                            2 rooms, 51 m², 2/3 floor, 1890 year, central, brick                        ", 51 ,2, 1890 , 2/3 ,/butu-nuoma-kaune-senamiestyje-m-dauksos-g-svajojate-gyventi-kauno-miesto-sirdyje-vos-4-1078559/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Stirnų g.",Aleksotas, Stirnų g.,380 ,"
                            2 rooms, 53 m², 2/3 floor, 2008 year, gas, brick                        ", 53 ,2, 2008 , 2/3 ,/butu-nuoma-kaune-aleksote-stirnu-g-suremontuotas-naujos-staybos-butas-kaune-4-1078453/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Stirnų g.",Aleksotas, Stirnų g.,380 ,"
                            2 rooms, 53 m², 2/3 floor, 2008 year, gas, brick                        ", 53 ,2, 2008 , 2/3 ,/butu-nuoma-kaune-aleksote-stirnu-g-suremontuotas-naujos-staybos-butas-kaune-4-1080073/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Stirnų g.",Aleksotas, Stirnų g.,380 ,"
                            2 rooms, 53 m², 2/3 floor, 2008 year, gas, brick                        ", 53 ,2, 2008 , 2/3 ,/butu-nuoma-kaune-aleksote-stirnu-g-suremontuotas-naujos-staybos-butas-kaune-4-1077979/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Aleksotas, Stirnų g.",Aleksotas, Stirnų g.,400 ,"
                            2 rooms, 53 m², 2/3 floor, 2008 year, gas, brick                        ", 53 ,2, 2008 , 2/3 ,/butu-nuoma-kaune-aleksote-stirnu-g-suremontuotas-naujos-staybos-butas-kaune-4-1076945/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F14%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
