Pavadinimas,Rajonas,Gatve,Kaina,Visa_info,Dydis,Kambariai,Metai,Aukstas/is,Nuoroda
"Žaliakalnis, Varpo g.",Žaliakalnis, Varpo g.,320 ,"
                            1 rooms, 33 m², 3/9 floor, 1989 year, central thermostat, brick                        ", 33 ,1, 1989 , 3/9 ,/butu-nuoma-kaune-zaliakalnyje-varpo-g-isnuomojamas-vieno-kambario-butas-rami-vieta-4-1077863/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F10%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, V. Landsbergio-Žemkalnio g.",Kalniečiai, V. Landsbergio-Žemkalnio g.,280 ,"
                            2 rooms, 51 m², 5/5 floor, 1977 year, central, block house                        ", 51 ,2, 1977 , 5/5 ,/butu-nuoma-kaune-kalnieciuose-v-landsbergio-zemkalnio-g-isnuomojamas-jaukus-2-kambariu-butas-4-1071271/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F10%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, A. ir J. Gravrogkų g.",Dainava, A. ir J. Gravrogkų g.,300 ,"
                            2 rooms, 42 m², 3/4 floor, 1960 year, central, brick                        ", 42 ,2, 1960 , 3/4 ,/butu-nuoma-kaune-dainavoje-a-ir-j-gravrogku-g-nuomojamas-irengtas-2-kambariu-butas-4-1071265/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F10%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, Sukilėlių pr.",Eiguliai, Sukilėlių pr.,320 ,"
                            2 rooms, 38 m², 1/5 floor, 1985 year, central, block house                        ", 38 ,2, 1985 , 1/5 ,/butu-nuoma-kaune-eiguliuose-sukileliu-pr-prie-kauno-kliniku-isnuomojamas-2-ju-4-1077791/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F10%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27811306/?return_url=%2Fbutai%2F%3Fobj%3D1
"Vilijampolė, Neries krant.",Vilijampolė, Neries krant.,420 ,"
                            2 rooms, 44 m², 3/5 floor, 1964 year, central, block house                        ", 44 ,2, 1964 , 3/5 ,/butu-nuoma-kaune-vilijampoleje-neries-krant-nuomojamas-2-kambariu-sviesus-jaukus-butas-4-1077721/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Muitinės g.",Senamiestis, Muitinės g.,500 ,"
                            2 rooms, 52 m², 2/2 floor, 1933 year, gas, brick                        ", 52 ,2, 1933 , 2/2 ,/butu-nuoma-kaune-senamiestyje-muitines-g-butas-kampiniame-muitines-g-ir-rotuses-a-4-1071085/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Puodžių g.",Senamiestis, Puodžių g.,550 ,"
                            2 rooms, 40 m², 3/4 floor, 2018 year, central thermostat, brick                        ", 40 ,2, 2018 , 3/4 ,/butu-nuoma-kaune-senamiestyje-puodziu-g-nuomojamas-be-galo-jaukus-ir-stilingas-2-4-1078207/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, A. Baranausko g.",Žaliakalnis, A. Baranausko g.,600 ,"
                            3 rooms, 54 m², 2/3 floor, 2020 year, central thermostat, brick                        ", 54 ,3, 2020 , 2/3 ,/butu-nuoma-kaune-zaliakalnyje-a-baranausko-g-prabangus-butas-nuomai-zaliakalnyje-prie-pat-4-1078057/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, P. Kalpoko g.",Žaliakalnis, P. Kalpoko g.,650 ,"
                            2 rooms, 44 m², 3/3 floor, 2020 year, gas, brick                        ", 44 ,2, 2020 , 3/3 ,/butu-nuoma-kaune-zaliakalnyje-p-kalpoko-g-pradedamas-nuomoti-naujai-irengtas-dvieju-4-1077547/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, M. Mažvydo g.",Vilijampolė, M. Mažvydo g.,310 ,"
                            2 rooms, 43 m², 1/2 floor, 1960 year, electric, solid fuel, brick                        ", 43 ,2, 1960 , 1/2 ,/butu-nuoma-kaune-vilijampoleje-m-mazvydo-g-jaukus-pigiai-islaikomas-butas-sildomas-4-1060609/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Šv. Gertrūdos g.",Senamiestis, Šv. Gertrūdos g.,500 ,"
                            3 rooms, 80 m², 2/3 floor, 1974 year, aerothermal, brick                        ", 80 ,3, 1974 , 2/3 ,/butu-nuoma-kaune-senamiestyje-sv-gertrudos-g-nuomojamas-kaune-sv-gertrudos-g-44-triju-4-1057829/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Gedimino g.",Centras, Gedimino g.,280 ,"
                            1 rooms, 34 m², 4/5 floor, 1935 year, central, brick                        ", 34 ,1, 1935 , 4/5 ,/butu-nuoma-kaune-centre-gedimino-g-vieta-paciame-kauno-centre-netoliese-lsmu-4-1074229/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Vilniaus g.",Senamiestis, Vilniaus g.,300 ,"
                            1 rooms, 39 m², 2/3 floor, 1946 year, central, brick                        ", 39 ,1, 1946 , 2/3 ,/butu-nuoma-kaune-senamiestyje-vilniaus-g-4-1028715/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Perkūno al.",Žaliakalnis, Perkūno al.,115 ,"
                            1 rooms, 13 m², 1/2 floor, 1930 year, gas, brick                        ", 13 ,1, 1930 , 1/2 ,/butu-nuoma-kaune-zaliakalnyje-perkuno-al-nuo-liepos-menesio-merginai-isnuomojamas-4-898363/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rimvydo g.",Žaliakalnis, Rimvydo g.,380 ,"
                            2 rooms, 34,73 m², 1/5 floor, 1970 year, central, brick                        ", 34.73 ,2, 1970 , 1/5 ,/butu-nuoma-kaune-zaliakalnyje-rimvydo-g-nuomojamas-naujai-suremontuotas-skandinavisko-4-1080005/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, A. Juozapavičiaus pr.",Žemieji Šančiai, A. Juozapavičiaus pr.,330 ,"
                            1 rooms, 32 m², 4/4 floor, 1939 year, central, brick                        ", 32 ,1, 1939 , 4/4 ,/butu-nuoma-kaune-sanciuose-a-juozapaviciaus-pr-isnuomojamas-mid-century-modern-stiliumi-4-1074019/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilijampolė, Pikulo g.",Vilijampolė, Pikulo g.,160 ,"
                            1 rooms, 7 m², 3/3 floor, 1984 year, gas, brick                        ", 7 ,1, 1984 , 3/3 ,/butu-nuoma-kaune-vilijampoleje-pikulo-g-nuomojamas-1-kambarys-nuosavame-name-kaune-4-1080469/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Kalniečiai, A. Ramanausko-Vanago g.",Kalniečiai, A. Ramanausko-Vanago g.,300 ,"
                            2 rooms, 38 m², 3/5 floor, 1987 year, central, block house                        ", 38 ,2, 1987 , 3/5 ,/butu-nuoma-kaune-kalnieciuose-a-ramanausko-vanago-g-tvarkingas-2kmb-butas-kaune-kalnieciu-4-1080467/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Gaižiūnų g.",Žaliakalnis, Gaižiūnų g.,380 ,"
                            2 rooms, 33 m², 2/3 floor, 2017 year, gas, brick                        ", 33 ,2, 2017 , 2/3 ,/butu-nuoma-kaune-zaliakalnyje-gaiziunu-g-isnuomojamas-sviesus-jaukus-butas-naujos-4-1080463/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, A. Mickevičiaus g.",Centras, A. Mickevičiaus g.,300 ,"
                            1 rooms, 18 m², 1/4 floor, 1986 year, central, brick                        ", 18 ,1, 1986 , 1/4 ,/butu-nuoma-kaune-centre-a-mickeviciaus-g-nuomojamas-1-kambario-butas-centre-4-1080447/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, J. Naugardo g.",Senamiestis, J. Naugardo g.,450 ,"
                            2 rooms, 39 m², 2/2 floor, 2018 year, central, central thermostat, brick                        ", 39 ,2, 2018 , 2/2 ,/butu-nuoma-kaune-senamiestyje-j-naugardo-g-ispudingas-butas-kauno-senamiestyje-su-terasa-4-1080437/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Dubingių g.",Dainava, Dubingių g.,340 ,"
                            2 rooms, 35 m², 1/5 floor, 1989 year, central, brick                        ", 35 ,2, 1989 , 1/5 ,/butu-nuoma-kaune-dainavoje-dubingiu-g-butas-po-remonto-nauji-baldai-ir-buitine-4-1080435/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Dubingių g.",Dainava, Dubingių g.,340 ,"
                            2 rooms, 35 m², 1/5 floor, 1989 year, central, brick                        ", 35 ,2, 1989 , 1/5 ,/butu-nuoma-kaune-dainavoje-dubingiu-g-butas-po-remonto-nauji-baldai-ir-buitine-4-1078699/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Puodžių g.",Senamiestis, Puodžių g.,280 ,"
                            1 rooms, 34 m², 1/1 floor, 1936 year, gas, brick                        ", 34 ,1, 1936 , 1/1 ,/butu-nuoma-kaune-senamiestyje-puodziu-g-tvarkingas-butas-su-atskiru-iejimu-visais-4-1080431/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, J. Tonkūno g.",Dainava, J. Tonkūno g.,470 ,"
                            2 rooms, 50 m², 3/4 floor, 2018 year, geothermal, brick                        ", 50 ,2, 2018 , 3/4 ,/butu-nuoma-kaune-dainavoje-j-tonkuno-g-geoterminis-sildymas-balkonas-visi-baldai-4-1080421/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Rimvydo g.",Žaliakalnis, Rimvydo g.,150 ,"
                            1 rooms, 24 m², 1/5 floor, 1970 year, central, brick                        ", 24 ,1, 1970 , 1/5 ,/butu-nuoma-kaune-zaliakalnyje-rimvydo-g-zaliakalnis-vieno-kambario-24-kvm-buto-4-879543/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Girstupio g.",Centras, Girstupio g.,300 ,"
                            1 rooms, 21 m², 2/3 floor, 1926 year, electric, brick                        ", 21 ,1, 1926 , 2/3 ,/butu-nuoma-kaune-centre-girstupio-g-puikiai-irengtas-stilingas-studio-tipo-4-1080413/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Girstupio g.",Centras, Girstupio g.,300 ,"
                            1 rooms, 21 m², 2/3 floor, 1926 year, brick                        ", 21 ,1, 1926 , 2/3 ,/butu-nuoma-kaune-centre-girstupio-g-puikiai-irengtas-stilingas-studio-tipo-4-1079667/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Girstupio g.",Centras, Girstupio g.,300 ,"
                            1 rooms, 21 m², 2/3 floor, 1926 year, electric, brick                        ", 21 ,1, 1926 , 2/3 ,/butu-nuoma-kaune-centre-girstupio-g-puikiai-irengtas-stilingas-studio-tipo-4-1077981/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Eitkūnų g.",Šilainiai, Eitkūnų g.,400 ,"
                            2 rooms, 53 m², 1/5 floor, 2008 year, gas, brick                        ", 53 ,2, 2008 , 1/5 ,/butu-nuoma-kaune-silainiuose-eitkunu-g-naujos-statybos-butas-su-terasa-4-1080409/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Eitkūnų g.",Šilainiai, Eitkūnų g.,400 ,"
                            2 rooms, 53 m², 1/5 floor, 2008 year, gas, brick                        ", 53 ,2, 2008 , 1/5 ,/butu-nuoma-kaune-silainiuose-eitkunu-g-silainiuose-lazdynu-namai-kvartale-4-1072343/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Eitkūnų g.",Šilainiai, Eitkūnų g.,400 ,"
                            2 rooms, 53 m², 1/5 floor, 2008 year, gas, brick                        ", 53 ,2, 2008 , 1/5 ,/butu-nuoma-kaune-silainiuose-eitkunu-g-naujos-statybos-butas-su-terasa-4-1079665/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Šilainiai, Eitkūnų g.",Šilainiai, Eitkūnų g.,420 ,"
                            2 rooms, 53 m², 1/5 floor, 2008 year, gas, brick                        ", 53 ,2, 2008 , 1/5 ,/butu-nuoma-kaune-silainiuose-eitkunu-g-naujos-statybos-butas-su-terasa-4-1078437/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,119 ,"
                            1 rooms, 15 m², 12/12 floor, 1970 year, central, brick                        ", 15 ,1, 1970 , 12/12 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-nuomojamas-butas-merginai-arba-studentei-4-1080393/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,300 ,"
                            3 rooms, 61 m², 4/5 floor, 1977 year, central, brick                        ", 61 ,3, 1977 , 4/5 ,/butu-nuoma-kaune-dainavoje-partizanu-g-tvarkingas-3-kmb-butas-miegamajame-bus-4-1080375/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,320 ,"
                            3 rooms, 61 m², 4/5 floor, 1977 year, central, brick                        ", 61 ,3, 1977 , 4/5 ,/butu-nuoma-kaune-dainavoje-partizanu-g-tvarkingas-3-kmb-butas-miegamajame-bus-4-1079737/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F11%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Vilnius, Pašilaičiai, Laisvės pr.",Vilnius, Pašilaičiai,97 000 ,"
                            2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                        ",                        2 k.. 60 ,"2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas","                        2 k., 60 m², 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       "," 9/9 aukšt., 2009 m., mūrinis, centrinis kolektorinis, elektra, įrengtas                       ",/butai-vilniuje-pasilaiciuose-laisves-pr-4-27818763/?return_url=%2Fbutai%2F%3Fobj%3D1
"Žaliakalnis, Č. Sasnausko g.",Žaliakalnis, Č. Sasnausko g.,350 ,"
                            1 rooms, 28 m², 1/2 floor, 1930 year, gas, log house                        ", 28 ,1, 1930 , 1/2 ,/butu-nuoma-kaune-zaliakalnyje-c-sasnausko-g-sviesus-siltas-jaukus-su-nuosavu-kiemeliu-4-1080281/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Vytauto pr.",Centras, Vytauto pr.,650 ,"
                            3 rooms, 79,6 m², 4/4 floor, 1928 year, brick                        ", 79.6 ,3, 1928 , 4/4 ,/butu-nuoma-kaune-centre-vytauto-pr-jei-kaunas-kulturos-sostine-tai-jos-4-1080253/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, J. Basanavičiaus al.",Žaliakalnis, J. Basanavičiaus al.,220 ,"
                            1 rooms, 18 m², 2/5 floor, 1969 year, central, brick                        ", 18 ,1, 1969 , 2/5 ,/butu-nuoma-kaune-zaliakalnyje-j-basanaviciaus-al-zaliakalnyje-nuomojamas-bendrabucio-tipo-4-1080239/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, Partizanų g.",Dainava, Partizanų g.,350 ,"
                            2 rooms, 44 m², 5/5 floor, 1973 year, central, block house                        ", 44 ,2, 1973 , 5/5 ,/butu-nuoma-kaune-dainavoje-partizanu-g-nuomojamas-2-kambariu-butas-dainavoje-4-1080237/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Dainava, V. Krėvės pr.",Dainava, V. Krėvės pr.,300 ,"
                            2 rooms, 46,69 m², 13/13 floor, 1979 year, central, brick                        ", 46.69 ,2, 1979 , 13/13 ,/butu-nuoma-kaune-dainavoje-v-kreves-pr-nuo-liepos-1-d-isnuomojamas-pilnai-irengtas-4-1080195/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žemieji Šančiai, A. Juozapavičiaus pr.",Žemieji Šančiai, A. Juozapavičiaus pr.,485 ,"
                            2 rooms, 72 m², 3/4 floor, 2008 year, central thermostat, brick                        ", 72 ,2, 2008 , 3/4 ,/butu-nuoma-kaune-sanciuose-a-juozapaviciaus-pr-a-juozapaviciaus-pr-buvusiose-kareivinese-4-1080191/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, Kęstučio g.",Centras, Kęstučio g.,500 ,"
                            3 rooms, 70 m², 5/5 floor, 1974 year, central, brick                        ", 70 ,3, 1974 , 5/5 ,/butu-nuoma-kaune-centre-kestucio-g-4-1080107/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Žaliakalnis, Saulės g.",Žaliakalnis, Saulės g.,340 ,"
                            2 rooms, 50 m², 1/5 floor, 1992 year, central, brick                        ", 50 ,2, 1992 , 1/5 ,/butu-nuoma-kaune-zaliakalnyje-saules-g-zaliakalnis-saules-g-2-kambariu-50-kvm-4-1075109/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Veiverių g.",Senamiestis, Veiverių g.,230 ,"
                            2 rooms, 38 m², 3/4 floor, 1991 year, central, brick                        ", 38 ,2, 1991 , 3/4 ,/butu-nuoma-kaune-senamiestyje-veiveriu-g-pro-langus-atsiveria-vaizdas-i-nemuna-kauno-4-1080085/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Veiverių g.",Senamiestis, Veiverių g.,230 ,"
                            2 rooms, 38 m², 3/4 floor, 1991 year, central, brick                        ", 38 ,2, 1991 , 3/4 ,/butu-nuoma-kaune-senamiestyje-veiveriu-g-pro-langus-atsiveria-vaizdas-i-nemuna-kauno-4-1078425/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Senamiestis, Veiverių g.",Senamiestis, Veiverių g.,230 ,"
                            2 rooms, 38 m², 3/4 floor, 1991 year, central, brick                        ", 38 ,2, 1991 , 3/4 ,/butu-nuoma-kaune-senamiestyje-veiveriu-g-pro-langus-atsiveria-vaizdas-i-nemuna-kauno-4-1077369/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, I. Kanto g.",Centras, I. Kanto g.,750 ,"
                            3 rooms, 100 m², 8/9 floor, 2008 year, central thermostat, brick                        ", 100 ,3, 2008 , 8/9 ,/butu-nuoma-kaune-centre-i-kanto-g-3-kmb-apartamentu-nuoma-kauno-centre-su-4-1080083/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, I. Kanto g.",Centras, I. Kanto g.,750 ,"
                            3 rooms, 100 m², 8/9 floor, 2008 year, central thermostat, brick                        ", 100 ,3, 2008 , 8/9 ,/butu-nuoma-kaune-centre-i-kanto-g-3-kmb-apartamentu-nuoma-kauno-centre-su-4-1078435/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, I. Kanto g.",Centras, I. Kanto g.,750 ,"
                            3 rooms, 100 m², 8/9 floor, 2008 year, central thermostat, brick                        ", 100 ,3, 2008 , 8/9 ,/butu-nuoma-kaune-centre-i-kanto-g-3-kmb-apartamentu-nuoma-kauno-centre-su-4-1076941/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, I. Kanto g.",Centras, I. Kanto g.,750 ,"
                            3 rooms, 100 m², 8/9 floor, 2008 year, central thermostat, brick                        ", 100 ,3, 2008 , 8/9 ,/butu-nuoma-kaune-centre-i-kanto-g-3-kmb-apartamentu-nuoma-kauno-centre-su-4-1075961/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, I. Kanto g.",Centras, I. Kanto g.,750 ,"
                            3 rooms, 100 m², 8/9 floor, 2008 year, central thermostat, brick                        ", 100 ,3, 2008 , 8/9 ,/butu-nuoma-kaune-centre-i-kanto-g-3-kmb-apartamentu-nuoma-kauno-centre-su-4-1073705/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,800 ,"
                            3 rooms, 90 m², 1/3 floor, 1933 year, gas, brick                        ", 90 ,3, 1933 , 1/3 ,/butu-nuoma-kaune-centre-k-donelaicio-g-laisvas-nuo-0701-d-apziureti-galima-jau-4-1080081/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,800 ,"
                            3 rooms, 90 m², 1/3 floor, 1933 year, gas, brick                        ", 90 ,3, 1933 , 1/3 ,/butu-nuoma-kaune-centre-k-donelaicio-g-laisvas-nuo-0701-d-apziureti-galima-jau-4-1078429/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,800 ,"
                            3 rooms, 90 m², 1/3 floor, 1933 year, gas, brick                        ", 90 ,3, 1933 , 1/3 ,/butu-nuoma-kaune-centre-k-donelaicio-g-laisvas-nuo-0701-d-apziureti-galima-jau-4-1077359/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,800 ,"
                            3 rooms, 90 m², 1/3 floor, 1933 year, gas, brick                        ", 90 ,3, 1933 , 1/3 ,/butu-nuoma-kaune-centre-k-donelaicio-g-laisvas-nuo-0701-d-apziureti-galima-jau-4-1074457/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Centras, K. Donelaičio g.",Centras, K. Donelaičio g.,800 ,"
                            3 rooms, 90 m², 1/3 floor, 1933 year, gas, brick                        ", 90 ,3, 1933 , 1/3 ,/butu-nuoma-kaune-centre-k-donelaicio-g-laisvas-nuo-0701-d-apziureti-galima-jau-4-1072841/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Eiguliai, P. Lukšio g.",Eiguliai, P. Lukšio g.,300 ,"
                            2 rooms, 50,4 m², 1/9 floor, 1982 year, central thermostat, block house                        ", 50.4 ,2, 1982 , 1/9 ,/butu-nuoma-kaune-eiguliuose-p-luksio-g-eiguliu-rajnuomojamas-jaukus-2-kambariu-4-1050069/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
"Marvelė, Plokščių g.",Marvelė, Plokščių g.,600 ,"
                            4 rooms, 110 m², 2/2 floor, 2008 year, gas, brick                        ", 110 ,4, 2008 , 2/2 ,/butu-nuoma-kaune-marveleje-ploksciu-g-nuo-liepos-1-d-apziureti-galima-jau-dabar-4-1080077/?return_url=%2Fbutu-nuoma%2Fkaune%2Fpuslapis%2F12%2F%3Fobj%3D4%26FRegion%3D43%26FDistrict%3D6
